node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0269531	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0.0134766	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
node/28190/1000	0	0
